Variable1,Variable2,Correlation,P-Value,Significant
Factor4,CERQ_Self-Blame,-0.05935607911439387,0.5698448089690172,False
Factor4,CERQ_Acceptance,-0.10592686896230223,0.3095722181786517,False
Factor4,CERQ_Rumination,0.14151194454102925,0.17366882068580633,False
Factor4,CERQ_Positive Refocusing,-0.10150527145461805,0.3303149318593701,False
Factor4,CERQ_Refocusing on Planning,0.01973232081017973,0.8502726424590886,False
Factor4,CERQ_Positive Reappraisal,-0.11883238290145452,0.25397200004215126,False
Factor4,CERQ_Putting into Perspective,-0.14287004354815352,0.16953446564905925,False
Factor4,CERQ_Catastrophizing,0.06284532976544614,0.5473399962891304,False
Factor4,CERQ_Other-Blame,0.12758043161355237,0.22042355479242323,False
Factor5,Age,-0.004848782320190762,0.9630058204648312,False
Factor5,Sex_f1_m2,0.31035350930337985,0.002332416681330163,False
Factor5,Group_MDD1_HC2,-0.6016177033858617,1.4297257565225013e-10,True
Factor5,Factor1,-0.36630214961035257,0.00028235972721423505,False
Factor5,Factor2,-0.6369584186527815,5.151719320315934e-12,True
Factor5,Factor3,-0.10890580377931784,0.2960854174699989,False
Factor5,Factor4,0.05678612074901106,0.5866931134476492,False
Factor5,Factor5,1.0,0.0,True
Factor5,BVAQ_New,0.2622894506388403,0.01065408106696806,False
Factor5,BDI-II Sum score,0.47266660317026543,1.5073765565543403e-06,True
Factor5,STAI2,0.4437119060507558,7.490071665277216e-06,True
Factor5,STAI1,0.35522765812305046,0.00044258559567872434,False
Factor5,WMS Correct Norm,0.020982024531491637,0.8409108765675049,False
Factor5,WMS Correct,0.01942130109831598,0.8526058329408558,False
Factor5,DigitSpan_Forwards_Span,-0.05012788822383175,0.6313646526084701,False
Factor5,DigitSpan_ForwardsTotal Score,-0.11607921172140732,0.26521796771423095,False
Factor5,DigitSpan_Backwards_Span,-0.033267151158996686,0.750250110059123,False
Factor5,DigitSpan_Backwards_Total Score,-0.05355305316446196,0.6082051718411013,False
Factor5,DERS_Total Score,0.4411203148147992,8.585371786549484e-06,True
Factor5,DERS_Total Score Norm,0.42999476428392003,1.5232732164021037e-05,True
Factor5,DERS_Non-Acceptance of Emotional Reactions Norm,0.32659108591420266,0.001315273675715978,False
Factor5,DERS_Problems with Goal-Oriented Behavior Norm,0.403448382805086,5.529939510114624e-05,False
Factor5,DERS_Impulse Control Problems Norm,0.19571374562308005,0.05869750204289258,False
Factor5,DERS_Lack of Emotional Awareness Norm,0.1521433635607678,0.1432254112721799,False
Factor5,DERS_Limited Access to Emotion Regulation Strategies Norm,0.4753325327905623,1.2907938448030407e-06,True
Factor5,DERS_Lack of Emotional Clarity Norm,0.36619723077405253,0.00028358626046850566,False
Factor5,DERS_Non-Acceptance of Emotional Reactions,0.3194329914933295,0.0016997113640411763,False
Factor5,DERS_Problems with Goal-Oriented Behavior,0.40437797490215666,5.2954015531390676e-05,False
Factor5,DERS_Impulse Control Problems,0.21982081674426848,0.0332676270159108,False
Factor5,DERS_Lack of Emotional Awareness,0.2122471099954798,0.04000079173923986,False
Factor5,DERS_Limited Access to Emotion Regulation Strategies,0.47718754333467284,1.1578353759749674e-06,True
Factor5,DERS_Lack of Emotional Clarity,0.3699738482858367,0.00024239358171536228,False
Factor5,CERQ_Self-Blame Norm,0.44113651983910784,8.578077791434506e-06,True
Factor5,CERQ_Acceptance Norm,0.1085009563617879,0.2978952510304993,False
Factor5,CERQ_Rumination Norm,0.284505961947709,0.005449971631553314,False
Factor5,CERQ_Positive Refocusing Norm,-0.2764741557042375,0.006987399898077259,False
Factor5,CERQ_Refocusing on Planning Norm,-0.29148274402675817,0.004366561025731035,False
Factor5,CERQ_Positive Reappraisal Norm,-0.39896929384024654,6.80192748243323e-05,False
Factor5,CERQ_Putting into Perspective Norm,-0.3918482992122222,9.396340294124365e-05,False
Factor5,CERQ_Catastrophizing Norm,0.29761538683034433,0.003577456146762907,False
Factor5,CERQ_Other-Blame Norm,0.1657769683074673,0.11030310151945587,False
Factor5,CERQ_Self-Blame,0.4411365198391076,8.578077791434481e-06,True
Factor5,CERQ_Acceptance,0.10850325375663067,0.29788496026974176,False
Factor5,CERQ_Rumination,0.28450864832232214,0.005449512221349301,False
Factor5,CERQ_Positive Refocusing,-0.2764716175408137,0.00698794085371724,False
Factor5,CERQ_Refocusing on Planning,-0.2914821051280724,0.004366650736919809,False
Factor5,CERQ_Positive Reappraisal,-0.398969293840246,6.80192748243323e-05,False
Factor5,CERQ_Putting into Perspective,-0.39184641291973904,9.397135449946562e-05,False
Factor5,CERQ_Catastrophizing,0.2976162394910292,0.0035773559465700883,False
Factor5,CERQ_Other-Blame,0.165776487008669,0.11030414976817032,False
BVAQ_New,Age,-0.01687582992776631,0.8717472353606346,False
BVAQ_New,Sex_f1_m2,0.34247107850181663,0.0007281986950620362,False
BVAQ_New,Group_MDD1_HC2,-0.39125088516891604,9.651324864092954e-05,False
BVAQ_New,Factor1,-0.2674942604001797,0.009149087446443474,False
BVAQ_New,Factor2,-0.08732734168565807,0.402625110057784,False
BVAQ_New,Factor3,0.074236433362282,0.47702177492870385,False
BVAQ_New,Factor4,-0.038682277565997236,0.7112638820984235,False
BVAQ_New,Factor5,0.2622894506388403,0.01065408106696806,False
BVAQ_New,BVAQ_New,1.0,0.0,True
BVAQ_New,BDI-II Sum score,0.33962125018538797,0.0008115808785293121,False
BVAQ_New,STAI2,0.3294584712090052,0.001184819263993068,False
BVAQ_New,STAI1,0.2850706566215928,0.005354153100824665,False
BVAQ_New,WMS Correct Norm,-0.1255246730376876,0.22801107048890246,False
BVAQ_New,WMS Correct,-0.1394237798595836,0.1801694721933765,False
BVAQ_New,DigitSpan_Forwards_Span,0.07900320531162114,0.4491097268956564,False
BVAQ_New,DigitSpan_ForwardsTotal Score,0.03713756843477674,0.722314591018279,False
BVAQ_New,DigitSpan_Backwards_Span,-0.00980070668460237,0.9253059772095609,False
BVAQ_New,DigitSpan_Backwards_Total Score,0.0024767214064806216,0.9810987272495838,False
BVAQ_New,DERS_Total Score,0.4819744053532864,8.720336031404406e-07,True
BVAQ_New,DERS_Total Score Norm,0.47772731822165787,1.1216501522927727e-06,True
BVAQ_New,DERS_Non-Acceptance of Emotional Reactions Norm,0.3659918632650187,0.00028600129103815964,False
BVAQ_New,DERS_Problems with Goal-Oriented Behavior Norm,0.22253518007380982,0.03109922626977931,False
BVAQ_New,DERS_Impulse Control Problems Norm,0.09450118519585113,0.36493919286463783,False
BVAQ_New,DERS_Lack of Emotional Awareness Norm,0.6035918684284739,1.2002507829015538e-10,True
BVAQ_New,DERS_Limited Access to Emotion Regulation Strategies Norm,0.3824517284296646,0.00014233236458448774,False
BVAQ_New,DERS_Lack of Emotional Clarity Norm,0.5619149608815246,3.7985667484779205e-09,True
BVAQ_New,DERS_Non-Acceptance of Emotional Reactions,0.3459313006985385,0.0006375069445260384,False
BVAQ_New,DERS_Problems with Goal-Oriented Behavior,0.2249981347486095,0.02923611387069486,False
BVAQ_New,DERS_Impulse Control Problems,0.12011381821297827,0.24885065130544065,False
BVAQ_New,DERS_Lack of Emotional Awareness,0.6707236582447361,1.4068200407178625e-13,True
BVAQ_New,DERS_Limited Access to Emotion Regulation Strategies,0.3858066592277278,0.00012289557619981375,False
BVAQ_New,DERS_Lack of Emotional Clarity,0.5644420337370137,3.1225695557234092e-09,True
BVAQ_New,CERQ_Self-Blame Norm,0.20056557408933293,0.05258891355392715,False
BVAQ_New,CERQ_Acceptance Norm,-0.03733062072890109,0.7209303375039703,False
BVAQ_New,CERQ_Rumination Norm,-0.09249742481369572,0.37524062325934837,False
BVAQ_New,CERQ_Positive Refocusing Norm,-0.2650564613913259,0.00982902334825731,False
BVAQ_New,CERQ_Refocusing on Planning Norm,-0.41805661338899786,2.756921130632701e-05,False
BVAQ_New,CERQ_Positive Reappraisal Norm,-0.417790716422595,2.7928832612367087e-05,False
BVAQ_New,CERQ_Putting into Perspective Norm,-0.3914077671718649,9.58375050427363e-05,False
BVAQ_New,CERQ_Catastrophizing Norm,0.2621964195432279,0.01068284291081329,False
BVAQ_New,CERQ_Other-Blame Norm,0.17010313183994277,0.10118953968934345,False
BVAQ_New,CERQ_Self-Blame,0.20056557408933298,0.052588913553927176,False
BVAQ_New,CERQ_Acceptance,-0.03732696080225986,0.7209565721324493,False
BVAQ_New,CERQ_Rumination,-0.09249854852164266,0.3752347971555872,False
BVAQ_New,CERQ_Positive Refocusing,-0.26505555574027273,0.00982928396038885,False
BVAQ_New,CERQ_Refocusing on Planning,-0.418053926922788,2.75728229561273e-05,False
BVAQ_New,CERQ_Positive Reappraisal,-0.417790716422595,2.792883261236684e-05,False
BVAQ_New,CERQ_Putting into Perspective,-0.39140632432694894,9.584369979339292e-05,False
BVAQ_New,CERQ_Catastrophizing,0.2621965141263255,0.010682813634696755,False
BVAQ_New,CERQ_Other-Blame,0.170101452462024,0.10119295932685313,False
BDI-II Sum score,Age,-0.1452105860323721,0.1625804283308149,False
BDI-II Sum score,Sex_f1_m2,0.015986240926276582,0.878454802341745,False
BDI-II Sum score,Group_MDD1_HC2,-0.7872127172286265,5.076805501039994e-21,True
BDI-II Sum score,Factor1,-0.08732669359497916,0.40262861500472136,False
BDI-II Sum score,Factor2,-0.4395934427181663,9.299389778057998e-06,True
BDI-II Sum score,Factor3,0.14414948386961307,0.1657063996877695,False
BDI-II Sum score,Factor4,-0.001959160873801488,0.9850480118050179,False
BDI-II Sum score,Factor5,0.47266660317026543,1.5073765565543403e-06,True
BDI-II Sum score,BVAQ_New,0.33962125018538797,0.0008115808785293121,False
BDI-II Sum score,BDI-II Sum score,1.0,0.0,True
BDI-II Sum score,STAI2,0.8705338084383989,4.4383854849027886e-30,True
BDI-II Sum score,STAI1,0.739541870247494,1.6986497754436317e-17,True
BDI-II Sum score,WMS Correct Norm,-0.15674507384437866,0.13137322414645208,False
BDI-II Sum score,WMS Correct,-0.11871507935983022,0.2544443906668165,False
BDI-II Sum score,DigitSpan_Forwards_Span,-0.07460951634396659,0.4748040252181493,False
BDI-II Sum score,DigitSpan_ForwardsTotal Score,-0.14774540778893752,0.15529036559180834,False
BDI-II Sum score,DigitSpan_Backwards_Span,-0.12000981491724329,0.24926363981327773,False
BDI-II Sum score,DigitSpan_Backwards_Total Score,-0.22503904444163242,0.02920598322249452,False
BDI-II Sum score,DERS_Total Score,0.7864020521523389,5.928217065550675e-21,True
BDI-II Sum score,DERS_Total Score Norm,0.7851640968612894,7.502164935479402e-21,True
BDI-II Sum score,DERS_Non-Acceptance of Emotional Reactions Norm,0.6453396239337936,2.197670915781381e-12,True
BDI-II Sum score,DERS_Problems with Goal-Oriented Behavior Norm,0.6984055630133308,5.07469252993398e-15,True
BDI-II Sum score,DERS_Impulse Control Problems Norm,0.4712479465945897,1.636209019990104e-06,True
BDI-II Sum score,DERS_Lack of Emotional Awareness Norm,0.39932914843570344,6.690455764386948e-05,False
BDI-II Sum score,DERS_Limited Access to Emotion Regulation Strategies Norm,0.8168342386289373,1.0563272407380307e-23,True
BDI-II Sum score,DERS_Lack of Emotional Clarity Norm,0.535964371766653,2.593100380470749e-08,True
BDI-II Sum score,DERS_Non-Acceptance of Emotional Reactions,0.6475341087086596,1.7506104995612845e-12,True
BDI-II Sum score,DERS_Problems with Goal-Oriented Behavior,0.6988554673965839,4.793018801347467e-15,True
BDI-II Sum score,DERS_Impulse Control Problems,0.474951474572771,1.3198378733926833e-06,True
BDI-II Sum score,DERS_Lack of Emotional Awareness,0.4031474238369462,5.607922302665773e-05,False
BDI-II Sum score,DERS_Limited Access to Emotion Regulation Strategies,0.8167912735778496,1.0666789895772637e-23,True
BDI-II Sum score,DERS_Lack of Emotional Clarity,0.5349862762968541,2.7790663841383193e-08,True
BDI-II Sum score,CERQ_Self-Blame Norm,0.5114349562567958,1.3810809065603704e-07,True
BDI-II Sum score,CERQ_Acceptance Norm,0.024374932562100136,0.8156089210331204,False
BDI-II Sum score,CERQ_Rumination Norm,0.3722256885691229,0.0002205359555396699,False
BDI-II Sum score,CERQ_Positive Refocusing Norm,-0.42958180996276446,1.5554406506813203e-05,True
BDI-II Sum score,CERQ_Refocusing on Planning Norm,-0.3958125627597112,7.85656076535458e-05,False
BDI-II Sum score,CERQ_Positive Reappraisal Norm,-0.5736121069113141,1.5121579787000898e-09,True
BDI-II Sum score,CERQ_Putting into Perspective Norm,-0.36039023932969155,0.0003596492109259979,False
BDI-II Sum score,CERQ_Catastrophizing Norm,0.5486416209629625,1.0355277335679228e-08,True
BDI-II Sum score,CERQ_Other-Blame Norm,0.30861635705951884,0.0024752573536528668,False
BDI-II Sum score,CERQ_Self-Blame,0.5114349562567958,1.3810809065603704e-07,True
BDI-II Sum score,CERQ_Acceptance,0.024374589605720167,0.815611469494603,False
BDI-II Sum score,CERQ_Rumination,0.3722277067464939,0.00022051720969597309,False
BDI-II Sum score,CERQ_Positive Refocusing,-0.4295807067377405,1.5555274340300507e-05,True
BDI-II Sum score,CERQ_Refocusing on Planning,-0.39581200408681666,7.856760182405131e-05,False
BDI-II Sum score,CERQ_Positive Reappraisal,-0.573612106911314,1.512157978700052e-09,True
BDI-II Sum score,CERQ_Putting into Perspective,-0.3603848868784324,0.0003597272453881359,False
BDI-II Sum score,CERQ_Catastrophizing,0.5486430874403558,1.0354154887350279e-08,True
BDI-II Sum score,CERQ_Other-Blame,0.3086166351945292,0.0024752338669159464,False
STAI2,Age,-0.07930564470035217,0.4473700836446343,False
STAI2,Sex_f1_m2,0.03485131976717323,0.7387747153584452,False
STAI2,Group_MDD1_HC2,-0.8542408198441445,7.054807286619056e-28,True
STAI2,Factor1,-0.14221544854391263,0.1715180434955235,False
STAI2,Factor2,-0.4539176812242477,4.3280952648301625e-06,True
STAI2,Factor3,0.12676691503930315,0.22340454857521705,False
STAI2,Factor4,0.13508956496848054,0.19422640003836386,False
STAI2,Factor5,0.4437119060507558,7.490071665277216e-06,True
STAI2,BVAQ_New,0.3294584712090052,0.001184819263993068,False
STAI2,BDI-II Sum score,0.8705338084383989,4.4383854849027886e-30,True
STAI2,STAI2,1.0,0.0,True
STAI2,STAI1,0.7716028283105862,8.974530927739149e-20,True
STAI2,WMS Correct Norm,-0.09148526689539169,0.3805106764988476,False
STAI2,WMS Correct,-0.08177632106929725,0.43330059398185466,False
STAI2,DigitSpan_Forwards_Span,-0.14575275140678134,0.16100021836955092,False
STAI2,DigitSpan_ForwardsTotal Score,-0.2109000561627895,0.041310099644997704,False
STAI2,DigitSpan_Backwards_Span,-0.20766777411246695,0.044597974396402736,False
STAI2,DigitSpan_Backwards_Total Score,-0.2843940092339424,0.005469147820973763,False
STAI2,DERS_Total Score,0.8649130941841302,2.746984593181058e-29,True
STAI2,DERS_Total Score Norm,0.8625095771783287,5.842381834587318e-29,True
STAI2,DERS_Non-Acceptance of Emotional Reactions Norm,0.6487747799785564,1.5381243132504792e-12,True
STAI2,DERS_Problems with Goal-Oriented Behavior Norm,0.7818322184572611,1.4031453260706855e-20,True
STAI2,DERS_Impulse Control Problems Norm,0.5801002576901383,8.93039277010002e-10,True
STAI2,DERS_Lack of Emotional Awareness Norm,0.44300437079356947,7.775286021049668e-06,True
STAI2,DERS_Limited Access to Emotion Regulation Strategies Norm,0.8654401204822822,2.3235464942343811e-29,True
STAI2,DERS_Lack of Emotional Clarity Norm,0.6286581462166501,1.1679355940631844e-11,True
STAI2,DERS_Non-Acceptance of Emotional Reactions,0.6514693865485486,1.1588838474152504e-12,True
STAI2,DERS_Problems with Goal-Oriented Behavior,0.7832175566058707,1.082994841683469e-20,True
STAI2,DERS_Impulse Control Problems,0.5866571532712596,5.182960246089668e-10,True
STAI2,DERS_Lack of Emotional Awareness,0.4505202170202446,5.205256082918206e-06,True
STAI2,DERS_Limited Access to Emotion Regulation Strategies,0.865347546594682,2.3930095772481283e-29,True
STAI2,DERS_Lack of Emotional Clarity,0.6285371371648072,1.1817427609583339e-11,True
STAI2,CERQ_Self-Blame Norm,0.5071845967160599,1.8212544674225476e-07,True
STAI2,CERQ_Acceptance Norm,-0.08529690322341334,0.4136939825523188,False
STAI2,CERQ_Rumination Norm,0.507777819751153,1.7526651140318282e-07,True
STAI2,CERQ_Positive Refocusing Norm,-0.5331361081944727,3.1661917423630776e-08,True
STAI2,CERQ_Refocusing on Planning Norm,-0.47391784588433417,1.401764431569472e-06,True
STAI2,CERQ_Positive Reappraisal Norm,-0.6954225847053422,7.390846129831857e-15,True
STAI2,CERQ_Putting into Perspective Norm,-0.45551269167706326,3.966190877109426e-06,True
STAI2,CERQ_Catastrophizing Norm,0.6022475570833947,1.3522830731425705e-10,True
STAI2,CERQ_Other-Blame Norm,0.27424126805895216,0.0074778347135278644,False
STAI2,CERQ_Self-Blame,0.5071845967160596,1.821254467422539e-07,True
STAI2,CERQ_Acceptance,-0.08529711868557105,0.4136927986480425,False
STAI2,CERQ_Rumination,0.5077791979121196,1.7525086663182022e-07,True
STAI2,CERQ_Positive Refocusing,-0.533134392671813,3.166573484589133e-08,True
STAI2,CERQ_Refocusing on Planning,-0.4739172471598088,1.4018132513887157e-06,True
STAI2,CERQ_Positive Reappraisal,-0.6954225847053415,7.390846129831778e-15,True
STAI2,CERQ_Putting into Perspective,-0.4555091568970558,3.966960406208694e-06,True
STAI2,CERQ_Catastrophizing,0.6022507921546391,1.3518959142187346e-10,True
STAI2,CERQ_Other-Blame,0.2742422523118234,0.007477612007509436,False
STAI1,Age,-0.04854112629189405,0.6422173631578939,False
STAI1,Sex_f1_m2,0.04823103069875669,0.6443471727002741,False
STAI1,Group_MDD1_HC2,-0.6662701765749993,2.323086923736034e-13,True
STAI1,Factor1,-0.1198911666494147,0.2497353574194342,False
STAI1,Factor2,-0.365795868398884,0.00028832376238805253,False
STAI1,Factor3,0.18191365279361757,0.07929468866223872,False
STAI1,Factor4,-0.04698087878719784,0.6529625229017767,False
STAI1,Factor5,0.35522765812305046,0.00044258559567872434,False
STAI1,BVAQ_New,0.2850706566215928,0.005354153100824665,False
STAI1,BDI-II Sum score,0.739541870247494,1.6986497754436317e-17,True
STAI1,STAI2,0.7716028283105862,8.974530927739149e-20,True
STAI1,STAI1,1.0,0.0,True
STAI1,WMS Correct Norm,-0.17503212759961168,0.09153681309350939,False
STAI1,WMS Correct,-0.19041310748484108,0.06602116497212214,False
STAI1,DigitSpan_Forwards_Span,-0.16741741884623595,0.10677501949706404,False
STAI1,DigitSpan_ForwardsTotal Score,-0.22678780279791905,0.027942343112483392,False
STAI1,DigitSpan_Backwards_Span,-0.2625172723756911,0.010583932676861425,False
STAI1,DigitSpan_Backwards_Total Score,-0.3436903418179109,0.0006949774033811435,False
STAI1,DERS_Total Score,0.7543326337886567,1.6711019865630284e-18,True
STAI1,DERS_Total Score Norm,0.751601828026833,2.5956271112062744e-18,True
STAI1,DERS_Non-Acceptance of Emotional Reactions Norm,0.5858393519817664,5.550556730105581e-10,True
